-25.  , -43.06, -11.73,   1  
-20.  , -43.14, -11.8 ,   1  
-15.  , -43.17, -11.8 ,   1  
-10.  , -43.19, -11.95,   1  
 -5.  , -43.11, -11.85,   1  
  0.  , -43.13, -11.97,   1  
  5.  , -43.16, -11.72,   1  
 10.  , -43.17, -11.76,   1  
 15.  , -43.19, -11.51,   1  
 20.  , -43.37, -11.34,   1  
 25.  , -43.36, -10.91,   1 
